設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,事業用太陽光地域活用要件の該当の有無,,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A899249H46,ＺＯＮ株式会社,中園　和浩,鹿児島県鹿児島市川田町１８７９,,太陽光,49,鹿児島県鹿児島市川田町５７６－１,1,86,2014年3月17日,2021年7月,-,-,外部積立て,-,2040年2月
A899250H46,ＺＯＮ株式会社,中園　和浩,鹿児島県鹿児島市川田町１８７９,,太陽光,49,鹿児島県鹿児島市川田町５７６－１,1,77.5,2014年3月17日,2021年7月,-,-,外部積立て,-,2040年2月
A899251H46,ＺＯＮ株式会社,中園　和浩,鹿児島県鹿児島市川田町１８７９,,太陽光,49,鹿児島県鹿児島市川田町５７６－１,1,77.5,2014年3月17日,2021年7月,-,-,外部積立て,-,2040年2月
A899307H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899308H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899309H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899310H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899311H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899312H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899313H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899314H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899315H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899316H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899317H46,郡山ボーリング設備工業　有限会社,代表取締役　中園　和浩,鹿児島市川田町１８７９,099-298-8211,太陽光,49,鹿児島県鹿児島市川田町１５７４,0,84,2014年3月17日,2021年4月,-,-,外部積立て,-,2040年2月
A899366H46,河野　忠政,,,,太陽光,35.6,鹿児島県鹿屋市串良町細山田４０６２－１,0,38.7,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年7月
A899374H46,瀬戸口　辰夫,,,,太陽光,44,鹿児島県曽於郡大崎町永吉１４０,1,48.9,2014年3月17日,2014年10月,-,-,外部積立て,-,2034年8月
A899390H46,株式会社仲野建設,中野成博,鹿児島市七ツ島１丁目４番１７,099-261-6688,太陽光,46.2,鹿児島県鹿児島市七ツ島１－４－１７,0,49.5,2014年3月17日,2019年9月,-,-,外部積立て,-,2039年7月
A899401H46,株式会社有薗,有薗米也,鹿児島市谷山港１丁目３－３６,099-262-1188,太陽光,46.5,鹿児島県鹿児島市谷山港１－３－３６,0,66.8,2014年3月17日,2015年5月,-,-,外部積立て,-,2035年4月
A899463H46,株式会社ドリームジャパン,竹ノ上　洋一,鹿児島県姶良郡湧水町中津川５６７,0995-75-2616,太陽光,49,鹿児島県薩摩郡さつま町湯田字上原２１４５－１,0,149.7,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A899470H46,株式会社ドリームジャパン,竹ノ上　洋一,鹿児島県姶良郡湧水町中津川５６７,0995-75-2616,太陽光,49,鹿児島県薩摩郡さつま町湯田字上原２１４５－１,1,149.7,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A899474H46,株式会社ドリームジャパン,竹ノ上　洋一,鹿児島県姶良郡湧水町中津川５６７,0995-75-2616,太陽光,49,鹿児島県薩摩郡さつま町湯田字上原２１４５－１,2,149.7,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A899481H46,株式会社ドリームジャパン,竹ノ上　洋一,鹿児島県姶良郡湧水町中津川５６７,0995-75-2616,太陽光,49,鹿児島県薩摩郡さつま町湯田２１４５－１,2,149.7,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A899484H46,株式会社ドリームジャパン,竹ノ上　洋一,鹿児島県姶良郡湧水町中津川５６７,0995-75-2616,太陽光,49,鹿児島県薩摩郡さつま町湯田２１４５－１,2,149.7,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A899510H46,株式会社草原商会,草原　正和,曽於郡大崎町神領２３７４－５,099-476-0819,太陽光,49.5,鹿児島県曽於郡大崎町持留字下原１８２１－１,0,56.1,2014年3月17日,2016年1月,-,-,外部積立て,-,2035年12月
A899545H46,吉村　則昭,,,,太陽光,42.4,鹿児島県日置市伊集院町飯牟礼２７７４－１,0,45.5,2014年3月17日,2016年4月,-,-,外部積立て,-,2036年3月
A899556H46,吉村　則昭,,,,太陽光,46.4,鹿児島県日置市伊集院町飯牟礼２７７４－１,0,49.5,2014年3月17日,2016年4月,-,-,外部積立て,-,2036年3月
A899566H46,橋口　兼文,,,,太陽光,49.5,鹿児島県霧島市福山町佳例川１６２８－１,0,51,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年9月
A899687H46,乾　澄子,,,,太陽光,31.3,鹿児島県南さつま市加世田益山１２３２,0,45.6,2014年3月17日,2014年12月,-,-,外部積立て,-,2034年11月
A899701H46,西垂水　清作,,,,太陽光,40,鹿児島県南九州市知覧町西元字留ヶ尾１２６５８,0,50.1,2014年3月17日,2017年3月,-,-,外部積立て,-,2037年1月
A899723H46,西垂水　清作,,,,太陽光,30,鹿児島県南九州市知覧町西元字留ヶ尾１２６５８,0,31.6,2014年3月17日,2017年3月,-,-,外部積立て,-,2037年1月
A899725H46,森　涼香,,,,太陽光,22,鹿児島県霧島市国分野口西４－１０,0,22,2014年3月17日,2015年5月,-,-,外部積立て,-,2034年12月
A899747H46,梶原　豊,,,,太陽光,48.3,鹿児島県志布志市志布志町帖１１６１６－１,0,52,2014年3月17日,2018年3月,-,-,外部積立て,-,2038年1月
A899799H46,川原　アキ子,,,,太陽光,35.2,鹿児島県南九州市知覧町瀬世４７３２－９,0,53.4,2014年3月17日,2015年11月,-,-,外部積立て,-,2035年10月
A899873H46,株式会社ツカサ,代表取締役　前田　芳和,阿久根市山下８１９１,0996-73-0730,太陽光,47.8,鹿児島県阿久根市山下８１９１,0,49.9,2014年3月17日,2014年8月,-,-,外部積立て,-,2034年7月
A899893H46,森　和子,,,,太陽光,49,鹿児島県南九州市知覧町東別府字榎迫２０６６１,0,49.6,2014年3月17日,2015年2月,-,-,外部積立て,-,2035年1月
A899894H46,森　和子,,,,太陽光,49,鹿児島県南九州市知覧町東別府字榎迫２０６６１,0,49.6,2014年3月17日,2015年2月,-,-,外部積立て,-,2035年1月
A899921H46,林　敏治,,,,太陽光,30.3,鹿児島県大島郡与論町那間５２６,0,30.3,2014年3月17日,2015年1月,-,-,外部積立て,-,2034年12月
A900059H46,株式会社センコーコーポレーション,大橋　泰三,三重県四日市市北浜町８－１６,059-328-5240,太陽光,1750,鹿児島県大島郡天城町大字天城字上名道１３６５－１２,5,1750,2014年3月17日,2018年10月,-,-,外部積立て,-,2037年3月
A900123H46,皆元　成明,,,,太陽光,24.1,鹿児島県姶良市加治木町朝日町１１,0,24.9,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A900125H46,金丸　豊,,,,太陽光,49,鹿児島県姶良市蒲生町北字枦ケ山２０９７,1,49,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A900157H46,九町　俊郎,,,,太陽光,49.5,鹿児島県曽於市末吉町諏訪方２３７７－２,0,49.5,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A900168H46,山下養鶏場,山下　勝美,,,太陽光,49.5,鹿児島県鹿屋市串良町上小原２０４２,0,49.5,2014年3月17日,2014年8月,-,-,外部積立て,-,2034年7月
A900297H46,篠崎　隆,,,,太陽光,27.5,鹿児島県姶良市平松５６３５,0,29.7,2014年3月17日,2017年6月,-,-,外部積立て,-,2037年4月
A900590H46,梶原　豊,,,,太陽光,49.5,鹿児島県志布志市志布志町夏井１０９８‐１,0,90.1,2014年3月17日,2018年3月,-,-,外部積立て,-,2038年1月
A900606H46,国分ハウジング,久保一元,,,太陽光,31.5,鹿児島県霧島市国分中央３－３－３,0,31.5,2014年3月17日,2016年12月,-,-,外部積立て,-,2036年6月
A900611H46,国分ハウジング,久保一元,,,太陽光,27,鹿児島県霧島市国分中央３－３６－１４,0,27,2014年3月17日,2016年12月,-,-,外部積立て,-,2036年6月
A900661H46,エスエム鉄工有限会社,藤本健典,北九州市門司区白野江３－３１－１６,099-255-5226,太陽光,49,鹿児島県姶良市蒲生町久末１６８－１,0,55,2014年3月17日,2016年4月,-,-,外部積立て,-,2036年3月
A900662H46,株式会社ティ・エム,渡邊　美由紀,福岡県京都郡苅田町神田町１丁目４番地１５,093-383-7008,太陽光,49,鹿児島県姶良市蒲生町久末１７０－１,2,55,2014年3月17日,2016年4月,-,-,外部積立て,-,2036年3月
A900663H46,河野産業株式会社,河野武司,福岡市東区松田１－１２－４１,099-255-5226,太陽光,49,鹿児島県姶良市蒲生町久末１７１－１,1,55,2014年3月17日,2016年4月,-,-,外部積立て,-,2036年3月
A900680H46,駒水　秋見,,,,太陽光,22.9,鹿児島県南九州市知覧町永里４１９６－１,0,24.2,2014年3月17日,2015年1月,-,-,外部積立て,-,2034年12月
A900685H46,瀬戸口　健二,,,,太陽光,44,鹿児島県肝属郡東串良町川東４８８８,0,46,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年7月
A900702H46,株式会社　大和パートナーズ,福ヶ迫　隆司,指宿市山川成川３８１３番,,太陽光,39.4,鹿児島県指宿市山川成川字一本松２６３９,0,44.9,2014年3月17日,2015年3月,-,-,外部積立て,-,2035年1月
A900704H46,株式会社　大和パートナーズ,福ヶ迫　隆司,指宿市山川成川３８１３番,,太陽光,42.6,鹿児島県指宿市山川成川字一本松２６４０－１,0,42.6,2014年3月17日,2015年3月,-,-,外部積立て,-,2035年1月
A900778H46,小川　善弘,,,,太陽光,27.5,鹿児島県鹿屋市永小原町３１６６－１（番地未確定）,0,42,2014年3月17日,2018年2月,-,-,外部積立て,-,2037年12月
A900779H46,羽子田　覚也,,,,太陽光,49.6,鹿児島県薩摩郡さつま町虎居字雪山２０３２,0,49.6,2014年3月17日,2015年4月,-,-,外部積立て,-,2035年3月
A900785H46,羽子田　覚也,,,,太陽光,49.6,鹿児島県薩摩郡さつま町虎居字床並１２４６,0,49.6,2014年3月17日,2015年3月,-,-,外部積立て,-,2035年1月
A900862H46,湯地　芳子,,,,太陽光,49,鹿児島県鹿屋市上谷町１１１５４－１,0,49.7,2014年3月17日,2014年7月,-,-,外部積立て,-,2034年5月
A900948H46,株式会社　マエダ,前田　辰治,鹿児島県いちき串木野市みなとまちー８０,0996-36-2321,太陽光,47.2,鹿児島県いちき串木野市生福　９９２４－６,0,50.8,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A900952H46,株式会社　マエダ,前田　辰治,鹿児島県いちき串木野市湊町　４－８０,0996-36-2321,太陽光,47.2,鹿児島県いちき串木野市生福　９９２４－８,0,50.8,2014年3月17日,2020年4月,-,-,外部積立て,-,2040年2月
A900966H46,大六野　尚典,,,,太陽光,29.3,鹿児島県いちき串木野市生福９９７１,0,29.5,2014年3月17日,2015年10月,-,-,外部積立て,-,2035年8月
A900987H46,有限会社　敬愛社,岡留　利秋,鹿児島県鹿屋市串良町有里２４７６－１０,0994-63-9011,太陽光,49.5,鹿児島県鹿屋市串良町有里５０５９－５,0,81.6,2014年3月17日,2021年1月,-,-,外部積立て,-,2040年2月
A900988H46,有限会社　敬愛社,岡留　利秋,鹿児島県鹿屋市串良町有里２４７６－１０,0994-63-9011,太陽光,49.5,鹿児島県鹿屋市串良町有里５０５９－３,2,81.6,2014年3月17日,2021年1月,-,-,外部積立て,-,2040年2月
A901030H46,株式会社　マエダ,前田　辰治,鹿児島県いちき串木野市湊町　４－８０,0996-32-3137,太陽光,47.2,鹿児島県日置市東市来町伊作田１４６６,0,50.8,2014年3月17日,2018年11月,-,-,外部積立て,-,2038年10月
A901039H46,株式会社　マエダ,前田　辰治,鹿児島県いちき串木野市湊町　４－８０,0996-32-3137,太陽光,47.2,鹿児島県いちき串木野市湊町溜池尻２９８－７,0,49.5,2014年3月17日,2015年6月,有,有,外部積立て,-,2035年4月
A901206H46,有限会社　敬愛社,岡留　利秋,鹿児島県鹿屋市串良町有里２４７６－１０,0994-63-9011,太陽光,49.5,鹿児島県鹿屋市串良町下小原４８５３－１,0,79.9,2014年3月17日,2019年1月,-,-,外部積立て,-,2038年11月
A901216H46,有限会社　敬愛社,岡留　利秋,鹿児島県鹿屋市串良町有里２４７６－１０,0994-63-9011,太陽光,49.5,鹿児島県鹿屋市串良町有里４３１８－１,1,79.9,2014年3月17日,2019年2月,-,-,外部積立て,-,2038年12月
A901224H46,梶原　豊,,,,太陽光,49.5,鹿児島県志布志市志布志町帖８８３９,0,90,2014年3月17日,2020年5月,-,-,外部積立て,-,2040年2月
A901234H46,梶原　豊,,,,太陽光,49.5,鹿児島県志布志市志布志町帖８８４８‐２,0,90,2014年3月17日,2020年5月,-,-,外部積立て,-,2040年2月
A901254H46,梶原　豊,,,,太陽光,49.5,鹿児島県志布志市志布志町帖８８３８,0,90,2014年3月17日,2019年12月,-,-,外部積立て,-,2039年11月
A901273H46,神野　孝,,,,太陽光,44,鹿児島県日置市日吉町吉利字北浦堀１９７２,2,57.6,2014年3月17日,2016年3月,-,-,外部積立て,-,2036年2月
A901275H46,弟子丸　春生,,,,太陽光,27.5,鹿児島県日置市伊集院町麦生田７２７－１５９,0,30.6,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年7月
A901279H46,梶原　豊,,,,太陽光,49.5,鹿児島県志布志市志布志町帖８８５０,0,90,2014年3月17日,2019年12月,-,-,外部積立て,-,2039年11月
A901322H46,小川　伸也,,,,太陽光,27.5,鹿児島県出水郡長島町川床４３８５－３１,0,30.6,2014年3月17日,2016年12月,-,-,外部積立て,-,2036年10月
A901323H46,小川　伸也,,,,太陽光,49.5,鹿児島県出水郡長島町川床４３８５－３１,0,55,2014年3月17日,2016年12月,-,-,外部積立て,-,2036年10月
A901374H46,右田　亜美,,,,太陽光,48.8,鹿児島県霧島市隼人町真孝字池増２４１０－１,0,57.2,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年4月
A901375H46,右田　亜美,,,,太陽光,48.8,鹿児島県霧島市隼人町真孝字池増２４１０－１,0,57.2,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年4月
A901380H46,地場　直,,,,太陽光,49.5,鹿児島県薩摩川内市城上町９６９３－２－１,0,57.3,2014年3月17日,2015年4月,-,-,外部積立て,-,2035年2月
A901382H46,松尾　茂,,,,太陽光,49.5,鹿児島県薩摩川内市城上町９６９３－２－２,0,57.3,2014年3月17日,2015年4月,-,-,外部積立て,-,2035年2月
A901441H46,福山　敏史,,,,太陽光,47.7,鹿児島県鹿屋市大姶良町２１７９－１,1,53.2,2014年3月17日,2014年7月,-,-,外部積立て,-,2034年6月
A901471H46,宝蔵　聖二,,,,太陽光,45.5,鹿児島県姶良市加治木町木田字大明神原１２２０－２,0,45.5,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年8月
A901633H46,小野　康則,,,,太陽光,44,鹿児島県鹿児島市川田町２６０,0,44,2014年3月17日,2015年3月,-,-,外部積立て,-,2035年2月
A901634H46,平山　義夫,,,,太陽光,24.6,鹿児島県鹿児島市西陵１－４６－２,0,27.6,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A901645H46,株式会社　鳥希,深田　貢,伊佐市菱刈前目２８１４－７,0995-29-5333,太陽光,44,鹿児島県伊佐市菱刈徳辺１４９６,0,48.9,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年8月
A901660H46,安藤　広朗,,,,太陽光,44,鹿児島県鹿屋市輝北町諏訪原４３８８,0,48,2014年3月17日,2019年11月,-,-,外部積立て,-,2039年9月
A901678H46,永園　英樹,,,,太陽光,24.1,鹿児島県出水市緑町４１－５２,0,24.9,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年8月
A901850H46,池田　佐和豊,,,,太陽光,38.2,鹿児島県大島郡伊仙町犬田布１７５０,0,38.2,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A901855H46,やまとソーラープラント株式会社,岩崎　健太,霧島市国分下井２２９７－１０,0995-73-7251,太陽光,49.5,鹿児島県日置市伊集院町古城１０１０－１,0,50,2014年3月17日,2017年2月,-,-,外部積立て,-,2036年12月
A901856H46,やまとソーラープラント株式会社,岩崎　健太,霧島市国分下井２２９７－１０,0995-73-7251,太陽光,49.5,鹿児島県日置市伊集院町古城１０１０－１,0,50,2014年3月17日,2017年2月,-,-,外部積立て,-,2036年12月
A901857H46,やまとソーラープラント株式会社,岩崎　健太,霧島市国分下井２２９７－１０,0995-73-7251,太陽光,49.5,鹿児島県日置市伊集院町古城１００９,1,50,2014年3月17日,2017年2月,-,-,外部積立て,-,2036年12月
A901858H46,やまとソーラープラント株式会社,岩崎　健太,霧島市国分下井２２９７－１０,0995-73-7251,太陽光,49.5,鹿児島県日置市伊集院町古城１００９,1,50,2014年3月17日,2017年2月,-,-,外部積立て,-,2036年12月
A901859H46,やまとソーラープラント株式会社,岩崎　健太,霧島市国分下井２２９７－１０,0995-73-7251,太陽光,49.5,鹿児島県日置市伊集院町古城１００９,0,50,2014年3月17日,2017年2月,-,-,外部積立て,-,2036年12月
A901862H46,有限会社　隼人ボーリング,田代　守男,霧島市隼人町嘉例川４４０６－２０,0995-77-2336,太陽光,27.1,鹿児島県霧島市隼人町嘉例川４４７１－３,0,27.9,2014年3月17日,2014年10月,-,-,外部積立て,-,2034年8月
A901874H46,徳満　真樹,,,,太陽光,48.3,鹿児島県日置市吹上町永吉２１４７－２,0,54.4,2014年3月17日,2014年10月,-,-,外部積立て,-,2034年9月
A901884H46,上清水　幸二,,,,太陽光,49.5,鹿児島県鹿屋市川西町３６１７‐１,0,50,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A901911H46,大薗　武彦,,,,太陽光,49.5,鹿児島県曽於市末吉町二之方５４６３－１,0,49.5,2014年3月17日,2017年9月,-,-,外部積立て,-,2037年8月
A901921H46,株式会社喜多,仲田　優晴,徳島県徳島市庄町３ー１６,088-631-9266,太陽光,47,鹿児島県日置市伊集院町下谷口２９４５,0,55,2014年3月17日,2017年5月,-,-,外部積立て,-,2037年3月
A901925H46,株式会社　エルム,宮原　隆和,南さつま市加世田宮原２３９８番地,0993-53-6930,太陽光,49.8,鹿児島県霧島市溝辺町麓字後ケ原３９９１－１,0,52,2014年3月17日,2015年9月,-,-,外部積立て,-,2035年7月
A901942H46,合同会社Ｈａｙｕｅ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,47.8,鹿児島県薩摩郡さつま町虎居７１６３－１,0,49.9,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年3月
A901943H46,合同会社Ｈａｙｕｅ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,47.8,鹿児島県薩摩郡さつま町虎居７１６３－１,0,49.9,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年3月
A901944H46,合同会社Ｈａｙｕｅ　ｓｏｌａｒ,小八重　博,鹿児島県薩摩郡さつま町西新町３－２,,太陽光,47.8,鹿児島県薩摩郡さつま町虎居７１６３－１,0,49.9,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年3月
A901976H46,株式会社喜多,仲田　優晴,徳島県徳島市庄町３ー１６,088-631-9266,太陽光,47,鹿児島県日置市伊集院町下谷口２９４４－１,0,55,2014年3月17日,2017年5月,-,-,外部積立て,-,2037年3月
A901979H46,株式会社　木脇商会,木脇　静,鹿児島市東開町３－７５,099-269-5031,太陽光,49.5,鹿児島県姶良郡湧水町中津川１８１４－１３,0,54,2014年3月17日,2014年7月,-,-,外部積立て,-,2034年6月
A901995H46,有限会社　三井・メディックス,諏訪原　也寸志,鹿屋市上祓川町８４６９－１,0994-40-3082,太陽光,22.9,鹿児島県鹿屋市上祓川町８４６９－１,0,22.9,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年7月
A901999H46,株式会社　南九,山下　幸一,鹿屋市下堀町９５７８－５,0994-44-1860,太陽光,46.5,鹿児島県鹿屋市田淵町８５９,0,71.7,2014年3月17日,2017年4月,-,-,外部積立て,-,2037年1月
A902016H46,株式会社喜多,仲田　優晴,徳島県徳島市庄町３ー１６,088-631-9266,太陽光,47,鹿児島県日置市下谷口２９０７,0,55,2014年3月17日,2017年5月,-,-,外部積立て,-,2037年3月
A902056H46,金丸　嘉孝,,,,太陽光,47.2,鹿児島県出水市高尾野町上水流６５５－１,1,59.4,2014年3月17日,2015年5月,-,-,外部積立て,-,2035年3月
A902058H46,山下　稔,,,,太陽光,29.9,鹿児島県姶良郡湧水町般若寺３０５‐７,0,30,2014年3月17日,2015年7月,-,-,外部積立て,-,2035年3月
A902072H46,福村　秀人,,,,太陽光,47.5,鹿児島県鹿児島市小山田町１０４６３－２,0,49.5,2014年3月17日,2014年11月,-,-,外部積立て,-,2034年10月
A902077H46,有限会社　三井・メディックス,諏訪原　也寸志,鹿屋市上祓川町８４６９－１,0994-40-3082,太陽光,42,鹿児島県鹿屋市新川町５３８５－１,0,42.1,2014年3月17日,2014年9月,-,-,外部積立て,-,2034年7月
A902080H46,株式会社　トータルケア,洲鎌　宏章,鹿屋市横山町２７６０－１,0994-48-3636,太陽光,49.5,鹿児島県鹿屋市野里町１１４８－３,0,49.5,2014年3月17日,2017年7月,-,-,外部積立て,-,2037年6月
A902089H46,戸崎　茂樹,,,,太陽光,33.5,鹿児島県指宿市湊１－１０－４８,0,36.3,2014年3月17日,2018年6月,-,-,外部積立て,-,2038年5月
A902112H46,大平　剛,,,,太陽光,47.2,鹿児島県出水市平和町１９１４,1,51.6,2014年3月17日,2015年5月,-,-,外部積立て,-,2035年4月
A902119H46,株式会社Ｔ２プラン,田中　ひとみ,福岡市南区高宮四丁目１１番３２号,092-406-7848,太陽光,49.5,鹿児島県枕崎市枕崎荒平９１３３,0,56.2,2014年3月17日,2014年8月,-,-,外部積立て,-,2034年7月
A902135H46,田中　敏郎,,,,太陽光,46.5,鹿児島県鹿児島市小山田町３９４５,0,49.5,2014年3月17日,2015年10月,-,-,外部積立て,-,2035年8月
A902143H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902149H46,合同会社　リプル,柳田　勇人,鹿児島市上福元町３５６９－５,099-269-5340,太陽光,49.5,鹿児島県南九州市知覧町郡字川良ヶ原１４２９９－１,2,54,2014年3月17日,2015年5月,-,-,外部積立て,-,2035年4月
A902161H46,宇都　未望,,,,太陽光,44,鹿児島県伊佐市大口下殿野頸２５８－１,0,50.3,2014年3月17日,2015年4月,-,-,外部積立て,-,2035年3月
A902171H46,合同会社　リプル,柳田　勇人,鹿児島市上福元町３５６９－５,099-269-5340,太陽光,49.5,鹿児島県南九州市知覧町郡字川良ヶ原１４２９４－１,0,54,2014年3月17日,2015年5月,-,-,外部積立て,-,2035年4月
A902180H46,田中　敏郎,,,,太陽光,46.5,鹿児島県鹿児島市小山田町３９４５,0,49.5,2014年3月17日,2015年10月,-,-,外部積立て,-,2035年8月
A902204H46,有限会社　三井・メディックス,諏訪原　也寸志,鹿屋市上祓川町８４６９－１,0994-40-3082,太陽光,46.7,鹿児島県鹿屋市上祓川町８４８４－１,0,46.7,2014年3月17日,2014年10月,-,-,外部積立て,-,2034年8月
A902213H46,横内　智,,,,太陽光,48.4,鹿児島県出水市下鯖町８９７－１,0,66,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年3月
A902245H46,横内　智,,,,太陽光,38.5,鹿児島県出水市下鯖町８９７－２,0,51.8,2014年3月17日,2016年5月,-,-,外部積立て,-,2036年3月
A902282H46,山之内　好信,,,,太陽光,20.2,鹿児島県日置市吹上町永吉１１６９５－１,2,20.2,2014年3月17日,2016年11月,-,-,外部積立て,-,2036年10月
A902297H46,加世田　三郎,,,,太陽光,25.3,鹿児島県鹿児島市宮之浦町１２２２－４,0,25.3,2014年3月17日,2014年5月,-,-,外部積立て,-,2034年4月
A902313H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902315H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902319H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902342H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902360H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902366H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902372H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902377H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902386H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
A902390H46,桃崎　祐介,,,,太陽光,49.5,鹿児島県南さつま市加世田小湊字水神ノ下５２８０,0,63.2,2014年3月17日,2019年5月,-,-,外部積立て,-,2039年4月
